transaction_id,amount_sar,channel,merchant_category,customer_id,timestamp,ip_country,device_type,is_fraud
TXN-2026-00586,31.85,ecom,ENTERTAINMENT,CUST-0674,2026-06-28T03:57:59Z,GB,mobile,0
TXN-2026-00587,241.48,ecom,HOME_GOODS,CUST-0469,2026-06-23T02:13:55Z,AE,web,0
TXN-2026-00588,211.52,ecom,FASHION,CUST-0768,2026-06-14T18:00:33Z,SA,atm,0
TXN-2026-00589,47.53,atm,GROCERY,CUST-0097,2026-07-30T03:53:20Z,SA,mobile,1
TXN-2026-00590,206.75,ecom,ENTERTAINMENT,CUST-0725,2026-07-13T00:21:02Z,GB,pos_terminal,0
TXN-2026-00591,51.76,pos,HOME_GOODS,CUST-0583,2026-06-05T17:38:24Z,SA,atm,0
TXN-2026-00592,60.66,transfer,HOME_GOODS,CUST-0246,2026-06-14T05:24:49Z,US,pos_terminal,0
TXN-2026-00593,1013.92,ecom,FUEL,CUST-0306,2026-06-23T21:06:53Z,EG,web,0
TXN-2026-00594,182.75,ecom,ONLINE_SERVICES,CUST-0398,2026-06-28T11:39:11Z,US,atm,0
TXN-2026-00595,85.28,pos,UTILITIES,CUST-0693,2026-06-06T09:29:27Z,SA,atm,0
TXN-2026-00596,573.31,ecom,FASHION,CUST-0131,2026-06-19T18:03:35Z,SA,mobile,0
TXN-2026-00597,370.88,ecom,ONLINE_SERVICES,CUST-0476,2026-07-08T02:49:32Z,SA,mobile,0
TXN-2026-00598,43.18,pos,TRAVEL,CUST-0474,2026-06-21T18:46:29Z,GB,pos_terminal,0
TXN-2026-00599,131.36,pos,HEALTHCARE,CUST-0217,2026-06-02T00:25:07Z,SA,web,0
TXN-2026-00600,475.19,ecom,HOME_GOODS,CUST-0472,2026-07-17T15:19:39Z,EG,atm,0
TXN-2026-00601,116.25,pos,GROCERY,CUST-0196,2026-06-02T06:30:41Z,SA,web,0
TXN-2026-00602,64.44,atm,JEWELRY,CUST-0642,2026-06-30T04:30:27Z,SA,mobile,0
TXN-2026-00603,130.87,ecom,HOME_GOODS,CUST-0497,2026-06-19T18:53:53Z,US,mobile,0
TXN-2026-00604,119.07,ecom,HEALTHCARE,CUST-0106,2026-07-02T23:37:38Z,AE,mobile,0
TXN-2026-00605,236.75,transfer,TELECOM,CUST-0627,2026-07-16T01:33:01Z,US,pos_terminal,0
TXN-2026-00606,285.54,atm,FUEL,CUST-0275,2026-06-29T22:27:01Z,SA,pos_terminal,0
TXN-2026-00607,766.61,pos,TELECOM,CUST-0520,2026-06-30T04:56:18Z,US,atm,0
TXN-2026-00608,2414.4,ecom,PHARMACY,CUST-0690,2026-07-25T05:39:13Z,AE,mobile,1
TXN-2026-00609,92.88,ecom,EDUCATION,CUST-0621,2026-06-04T00:22:56Z,AE,pos_terminal,0
TXN-2026-00610,153.54,atm,TELECOM,CUST-0179,2026-06-22T13:07:39Z,SA,mobile,0
TXN-2026-00611,392.71,atm,EDUCATION,CUST-0364,2026-06-10T22:55:32Z,SA,mobile,0
TXN-2026-00612,579.18,atm,HOME_GOODS,CUST-0449,2026-07-25T03:52:35Z,SA,mobile,1
TXN-2026-00613,383.85,pos,FASHION,CUST-0371,2026-07-02T23:55:06Z,SA,pos_terminal,0
TXN-2026-00614,60.54,pos,RESTAURANT,CUST-0142,2026-07-20T00:15:53Z,GB,pos_terminal,0
TXN-2026-00615,205.15,atm,PHARMACY,CUST-0733,2026-07-19T16:26:50Z,SA,web,0
TXN-2026-00616,43.5,transfer,TELECOM,CUST-0424,2026-07-21T21:23:01Z,GB,web,0
TXN-2026-00617,32.61,pos,PHARMACY,CUST-0072,2026-06-28T01:25:48Z,SA,web,0
TXN-2026-00618,342.41,transfer,HEALTHCARE,CUST-0060,2026-07-27T21:44:35Z,AE,pos_terminal,0
TXN-2026-00619,293.68,ecom,TRAVEL,CUST-0541,2026-06-14T17:39:50Z,GB,pos_terminal,0
TXN-2026-00620,82.75,pos,RESTAURANT,CUST-0665,2026-07-17T23:56:08Z,AE,web,0
TXN-2026-00621,186.81,ecom,GROCERY,CUST-0776,2026-07-20T09:46:27Z,SA,mobile,0
TXN-2026-00622,672.37,ecom,PHARMACY,CUST-0266,2026-07-07T23:00:29Z,EG,web,0
TXN-2026-00623,195.89,ecom,HOME_GOODS,CUST-0643,2026-06-19T21:50:52Z,SA,atm,0
TXN-2026-00624,177.22,pos,JEWELRY,CUST-0254,2026-06-24T14:06:09Z,US,atm,0
TXN-2026-00625,43.79,pos,ELECTRONICS,CUST-0488,2026-07-08T17:33:49Z,US,pos_terminal,0
TXN-2026-00626,156.01,pos,ENTERTAINMENT,CUST-0652,2026-06-11T04:32:08Z,GB,atm,0
TXN-2026-00627,121.71,ecom,ENTERTAINMENT,CUST-0121,2026-07-06T11:58:07Z,US,mobile,0
TXN-2026-00628,26.03,pos,JEWELRY,CUST-0586,2026-06-24T09:18:31Z,SA,web,0
TXN-2026-00629,14.92,atm,RESTAURANT,CUST-0313,2026-06-01T03:35:22Z,SA,mobile,0
TXN-2026-00630,62.37,pos,ENTERTAINMENT,CUST-0587,2026-07-09T04:48:08Z,GB,atm,0
TXN-2026-00631,217.15,atm,UTILITIES,CUST-0092,2026-07-28T12:21:34Z,SA,atm,0
TXN-2026-00632,183.75,pos,TRAVEL,CUST-0662,2026-07-21T22:19:35Z,SA,mobile,0
TXN-2026-00633,24.09,transfer,JEWELRY,CUST-0055,2026-07-28T00:07:42Z,SA,mobile,0
TXN-2026-00634,337.36,pos,HEALTHCARE,CUST-0211,2026-06-06T17:38:20Z,US,mobile,0
TXN-2026-00635,80.25,pos,HOME_GOODS,CUST-0185,2026-06-06T03:06:34Z,SA,pos_terminal,0
TXN-2026-00636,80.23,atm,TRAVEL,CUST-0262,2026-06-11T01:39:20Z,SA,mobile,1
TXN-2026-00637,21.77,pos,PHARMACY,CUST-0146,2026-06-16T15:32:48Z,US,mobile,0
TXN-2026-00638,2755.27,ecom,FUEL,CUST-0326,2026-06-02T08:35:37Z,SA,web,1
TXN-2026-00639,272.61,pos,ELECTRONICS,CUST-0582,2026-07-21T04:23:34Z,SA,web,0
TXN-2026-00640,49.85,transfer,JEWELRY,CUST-0434,2026-06-19T20:10:00Z,SA,atm,0
TXN-2026-00641,206.06,atm,RESTAURANT,CUST-0360,2026-06-03T05:47:34Z,SA,pos_terminal,1
TXN-2026-00642,182.1,pos,TRAVEL,CUST-0716,2026-07-03T10:56:43Z,EG,pos_terminal,0
TXN-2026-00643,104.26,transfer,PHARMACY,CUST-0679,2026-07-02T12:34:05Z,SA,mobile,0
TXN-2026-00644,16.75,pos,ELECTRONICS,CUST-0688,2026-07-23T19:22:24Z,SA,mobile,0
TXN-2026-00645,339.2,pos,GROCERY,CUST-0010,2026-07-16T11:12:05Z,AE,web,0
TXN-2026-00646,120.76,transfer,GROCERY,CUST-0506,2026-06-13T20:25:07Z,AE,atm,0
TXN-2026-00647,33.56,ecom,ONLINE_SERVICES,CUST-0689,2026-07-18T02:08:16Z,SA,pos_terminal,0
TXN-2026-00648,175.9,pos,HEALTHCARE,CUST-0695,2026-07-14T17:56:29Z,SA,atm,0
TXN-2026-00649,19.43,pos,FUEL,CUST-0331,2026-06-30T15:23:33Z,SA,web,0
TXN-2026-00650,23.5,ecom,PHARMACY,CUST-0431,2026-06-02T23:14:44Z,US,mobile,0
TXN-2026-00651,30.93,ecom,ELECTRONICS,CUST-0065,2026-06-02T18:51:40Z,EG,pos_terminal,0
TXN-2026-00652,77.37,pos,PHARMACY,CUST-0485,2026-06-05T19:39:28Z,SA,atm,0
TXN-2026-00653,63.0,pos,TELECOM,CUST-0035,2026-07-11T13:04:06Z,SA,mobile,0
TXN-2026-00654,137.0,pos,ONLINE_SERVICES,CUST-0391,2026-07-09T21:39:00Z,GB,atm,0
TXN-2026-00655,195.98,pos,UTILITIES,CUST-0104,2026-06-22T18:12:06Z,SA,mobile,0
TXN-2026-00656,38.29,ecom,HOME_GOODS,CUST-0070,2026-07-11T16:16:22Z,US,atm,0
TXN-2026-00657,102.27,pos,FASHION,CUST-0046,2026-07-12T11:19:37Z,SA,web,0
TXN-2026-00658,464.03,pos,PHARMACY,CUST-0618,2026-07-13T21:09:03Z,SA,mobile,0
TXN-2026-00659,48.51,atm,PHARMACY,CUST-0207,2026-07-15T14:38:44Z,EG,pos_terminal,0
TXN-2026-00660,48.96,pos,ELECTRONICS,CUST-0429,2026-06-03T15:14:58Z,SA,web,0
TXN-2026-00661,43.67,ecom,HOME_GOODS,CUST-0493,2026-06-14T12:11:52Z,SA,pos_terminal,1
TXN-2026-00662,22.07,pos,ELECTRONICS,CUST-0367,2026-07-11T18:58:48Z,EG,mobile,0
TXN-2026-00663,81.76,atm,HEALTHCARE,CUST-0225,2026-06-12T08:58:06Z,SA,web,0
TXN-2026-00664,45.42,pos,RESTAURANT,CUST-0114,2026-07-22T11:42:10Z,US,mobile,0
TXN-2026-00665,126.18,pos,FUEL,CUST-0195,2026-06-28T20:15:58Z,SA,web,0
TXN-2026-00666,40.95,atm,PHARMACY,CUST-0302,2026-06-18T04:54:32Z,GB,web,0
TXN-2026-00667,12.24,pos,JEWELRY,CUST-0630,2026-07-19T16:23:31Z,GB,web,0
TXN-2026-00668,332.12,ecom,ENTERTAINMENT,CUST-0383,2026-06-18T18:25:40Z,SA,web,0
TXN-2026-00669,408.02,pos,FUEL,CUST-0406,2026-07-30T11:16:35Z,SA,web,0
TXN-2026-00670,76.31,pos,PHARMACY,CUST-0303,2026-06-29T14:27:26Z,EG,atm,0
TXN-2026-00671,55.16,pos,ELECTRONICS,CUST-0240,2026-07-24T16:32:34Z,SA,pos_terminal,0
TXN-2026-00672,31.39,pos,PHARMACY,CUST-0101,2026-06-20T23:52:49Z,AE,web,0
TXN-2026-00673,17.64,ecom,JEWELRY,CUST-0771,2026-07-21T12:25:52Z,SA,atm,0
TXN-2026-00674,57.39,transfer,HOME_GOODS,CUST-0780,2026-07-18T06:30:14Z,GB,atm,0
TXN-2026-00675,112.54,atm,HEALTHCARE,CUST-0440,2026-07-25T17:01:23Z,SA,web,0
TXN-2026-00676,117.27,pos,EDUCATION,CUST-0756,2026-06-15T13:27:43Z,US,pos_terminal,0
TXN-2026-00677,139.86,pos,PHARMACY,CUST-0143,2026-07-29T19:36:55Z,US,atm,0
TXN-2026-00678,38.1,pos,FUEL,CUST-0401,2026-07-07T14:40:57Z,AE,mobile,0
TXN-2026-00679,502.68,ecom,GROCERY,CUST-0706,2026-06-15T09:42:33Z,SA,atm,1
TXN-2026-00680,233.27,pos,PHARMACY,CUST-0531,2026-06-11T03:08:34Z,US,atm,0
TXN-2026-00681,10.26,pos,RESTAURANT,CUST-0212,2026-07-13T15:10:38Z,AE,web,0
TXN-2026-00682,37.73,ecom,RESTAURANT,CUST-0702,2026-07-22T07:33:21Z,GB,atm,0
TXN-2026-00683,23.63,atm,ENTERTAINMENT,CUST-0662,2026-07-21T09:25:39Z,SA,atm,0
TXN-2026-00684,78.38,ecom,ENTERTAINMENT,CUST-0633,2026-07-15T18:06:25Z,SA,web,0
TXN-2026-00685,36.49,pos,TELECOM,CUST-0551,2026-06-08T11:04:48Z,SA,pos_terminal,0
TXN-2026-00686,165.32,pos,JEWELRY,CUST-0169,2026-06-30T12:21:47Z,US,web,0
TXN-2026-00687,65.02,pos,HEALTHCARE,CUST-0140,2026-06-06T17:42:15Z,GB,web,0
TXN-2026-00688,753.94,atm,TRAVEL,CUST-0286,2026-06-12T09:07:34Z,US,web,0
TXN-2026-00689,112.33,pos,TRAVEL,CUST-0158,2026-07-15T01:53:40Z,SA,atm,0
TXN-2026-00690,18.77,pos,GROCERY,CUST-0455,2026-06-13T07:23:58Z,SA,web,0
TXN-2026-00691,223.42,atm,UTILITIES,CUST-0346,2026-07-27T03:51:53Z,SA,web,1
TXN-2026-00692,30.07,pos,PHARMACY,CUST-0525,2026-07-10T06:59:34Z,US,atm,0
TXN-2026-00693,41.77,pos,UTILITIES,CUST-0178,2026-06-30T07:04:42Z,AE,pos_terminal,0
TXN-2026-00694,14.58,pos,EDUCATION,CUST-0224,2026-07-30T18:10:16Z,SA,pos_terminal,0
TXN-2026-00695,11.35,ecom,PHARMACY,CUST-0790,2026-07-15T10:54:42Z,GB,mobile,0
TXN-2026-00696,39.74,transfer,ENTERTAINMENT,CUST-0624,2026-06-15T16:37:45Z,SA,web,0
TXN-2026-00697,87.73,ecom,EDUCATION,CUST-0243,2026-06-09T11:31:18Z,SA,web,0
TXN-2026-00698,31.01,pos,TELECOM,CUST-0658,2026-06-09T08:20:41Z,SA,atm,0
TXN-2026-00699,479.61,pos,RESTAURANT,CUST-0751,2026-06-15T19:55:24Z,EG,web,0
TXN-2026-00700,26.98,pos,ENTERTAINMENT,CUST-0007,2026-07-11T04:13:08Z,SA,web,0
TXN-2026-00701,274.96,ecom,FUEL,CUST-0242,2026-07-17T06:15:27Z,SA,web,0
TXN-2026-00702,35.68,pos,UTILITIES,CUST-0591,2026-06-24T12:24:10Z,GB,atm,0
TXN-2026-00703,128.68,atm,EDUCATION,CUST-0160,2026-06-28T02:48:58Z,AE,web,0
TXN-2026-00704,44.21,pos,ENTERTAINMENT,CUST-0180,2026-07-06T19:30:04Z,EG,web,0
TXN-2026-00705,147.63,pos,JEWELRY,CUST-0005,2026-06-26T13:25:47Z,EG,atm,0
TXN-2026-00706,61.62,transfer,ELECTRONICS,CUST-0657,2026-07-29T03:24:59Z,SA,web,0
TXN-2026-00707,437.53,ecom,JEWELRY,CUST-0770,2026-06-24T22:03:41Z,US,atm,0
TXN-2026-00708,735.93,ecom,TELECOM,CUST-0249,2026-07-14T00:44:42Z,SA,pos_terminal,1
TXN-2026-00709,625.14,ecom,UTILITIES,CUST-0254,2026-07-29T12:25:45Z,SA,web,0
TXN-2026-00710,306.42,atm,FASHION,CUST-0170,2026-07-05T21:56:24Z,AE,atm,0
TXN-2026-00711,85.51,ecom,EDUCATION,CUST-0112,2026-07-18T12:44:19Z,SA,web,0
TXN-2026-00712,160.75,pos,EDUCATION,CUST-0002,2026-07-12T09:46:27Z,SA,web,0
TXN-2026-00713,89.88,ecom,ELECTRONICS,CUST-0187,2026-06-12T06:03:47Z,SA,web,0
TXN-2026-00714,438.62,pos,TELECOM,CUST-0419,2026-06-11T02:18:05Z,US,mobile,0
TXN-2026-00715,30.18,ecom,EDUCATION,CUST-0490,2026-06-01T12:38:33Z,AE,atm,0
TXN-2026-00716,16.12,ecom,PHARMACY,CUST-0346,2026-06-21T07:23:42Z,US,atm,0
TXN-2026-00717,287.7,pos,HOME_GOODS,CUST-0103,2026-07-27T04:01:38Z,SA,pos_terminal,0
TXN-2026-00718,111.15,atm,PHARMACY,CUST-0770,2026-07-26T15:32:26Z,SA,mobile,0
TXN-2026-00719,82.06,ecom,HOME_GOODS,CUST-0018,2026-07-09T15:25:47Z,SA,pos_terminal,0
TXN-2026-00720,112.0,transfer,HOME_GOODS,CUST-0488,2026-06-25T09:38:12Z,SA,mobile,0
TXN-2026-00721,40.26,transfer,HOME_GOODS,CUST-0690,2026-06-08T15:42:34Z,SA,web,0
TXN-2026-00722,18.71,transfer,HEALTHCARE,CUST-0772,2026-07-16T00:10:59Z,EG,atm,0
TXN-2026-00723,32.36,transfer,UTILITIES,CUST-0488,2026-07-05T20:46:31Z,SA,pos_terminal,0
TXN-2026-00724,42.49,atm,ONLINE_SERVICES,CUST-0590,2026-07-29T22:47:47Z,US,atm,0
TXN-2026-00725,124.24,pos,PHARMACY,CUST-0090,2026-06-24T04:54:20Z,US,mobile,0
TXN-2026-00726,102.9,ecom,HOME_GOODS,CUST-0605,2026-07-20T11:51:43Z,SA,web,0
TXN-2026-00727,263.03,pos,FASHION,CUST-0324,2026-06-30T04:38:18Z,SA,mobile,0
TXN-2026-00728,313.25,ecom,HEALTHCARE,CUST-0317,2026-07-24T06:31:18Z,US,mobile,0
TXN-2026-00729,1048.66,atm,TELECOM,CUST-0216,2026-06-04T05:54:31Z,US,pos_terminal,0
TXN-2026-00730,28.43,transfer,TRAVEL,CUST-0676,2026-06-23T12:25:04Z,AE,pos_terminal,0
TXN-2026-00731,229.17,pos,PHARMACY,CUST-0404,2026-07-22T01:54:59Z,AE,atm,0
TXN-2026-00732,53.39,pos,HEALTHCARE,CUST-0592,2026-06-14T06:51:47Z,SA,mobile,0
TXN-2026-00733,110.73,pos,FUEL,CUST-0152,2026-06-04T03:22:30Z,SA,mobile,0
TXN-2026-00734,128.17,ecom,ONLINE_SERVICES,CUST-0528,2026-07-17T12:15:02Z,SA,web,0
TXN-2026-00735,211.43,ecom,FUEL,CUST-0177,2026-06-30T20:24:17Z,GB,pos_terminal,1
TXN-2026-00736,1360.65,pos,ENTERTAINMENT,CUST-0120,2026-06-15T00:37:36Z,GB,pos_terminal,0
TXN-2026-00737,256.02,ecom,UTILITIES,CUST-0394,2026-06-09T03:20:04Z,SA,atm,0
TXN-2026-00738,106.26,pos,HOME_GOODS,CUST-0021,2026-07-02T02:33:53Z,SA,web,0
TXN-2026-00739,249.05,ecom,GROCERY,CUST-0614,2026-06-08T01:08:36Z,SA,web,1
TXN-2026-00740,220.76,atm,GROCERY,CUST-0263,2026-06-03T16:57:50Z,AE,atm,0
TXN-2026-00741,80.82,ecom,JEWELRY,CUST-0361,2026-07-23T01:15:02Z,SA,web,0
TXN-2026-00742,93.76,transfer,ONLINE_SERVICES,CUST-0221,2026-06-18T04:46:39Z,US,mobile,0
TXN-2026-00743,16.3,pos,ELECTRONICS,CUST-0168,2026-06-18T20:44:41Z,SA,pos_terminal,0
TXN-2026-00744,28.99,atm,ONLINE_SERVICES,CUST-0664,2026-06-25T00:38:15Z,SA,pos_terminal,0
TXN-2026-00745,49.98,pos,ELECTRONICS,CUST-0068,2026-06-18T04:55:51Z,SA,pos_terminal,1
TXN-2026-00746,57.06,transfer,RESTAURANT,CUST-0387,2026-07-30T03:11:33Z,AE,atm,0
TXN-2026-00747,37.18,ecom,ONLINE_SERVICES,CUST-0289,2026-06-12T11:51:47Z,US,atm,0
TXN-2026-00748,238.65,pos,JEWELRY,CUST-0266,2026-06-10T12:36:47Z,AE,mobile,0
TXN-2026-00749,55.45,pos,ONLINE_SERVICES,CUST-0797,2026-06-29T11:51:29Z,AE,pos_terminal,0
TXN-2026-00750,207.89,transfer,TELECOM,CUST-0534,2026-07-11T02:19:26Z,EG,mobile,0
TXN-2026-00751,24.59,pos,GROCERY,CUST-0096,2026-07-30T15:51:55Z,SA,atm,0
TXN-2026-00752,46.3,pos,ENTERTAINMENT,CUST-0749,2026-07-29T23:00:45Z,US,pos_terminal,0
TXN-2026-00753,2414.76,ecom,GROCERY,CUST-0541,2026-07-04T07:11:04Z,EG,web,0
TXN-2026-00754,28.42,pos,FUEL,CUST-0053,2026-07-24T17:54:49Z,SA,pos_terminal,0
TXN-2026-00755,68.93,ecom,FUEL,CUST-0756,2026-07-30T20:32:52Z,SA,atm,0
TXN-2026-00756,101.97,pos,GROCERY,CUST-0500,2026-06-23T03:00:22Z,SA,atm,0
TXN-2026-00757,70.4,ecom,TELECOM,CUST-0087,2026-07-02T00:09:49Z,AE,web,0
TXN-2026-00758,363.77,pos,FUEL,CUST-0384,2026-06-18T03:28:42Z,GB,web,1
TXN-2026-00759,46.13,pos,RESTAURANT,CUST-0727,2026-06-27T23:21:57Z,SA,web,0
TXN-2026-00760,18.03,transfer,FASHION,CUST-0491,2026-07-02T21:45:08Z,EG,atm,0
TXN-2026-00761,138.67,pos,ELECTRONICS,CUST-0399,2026-06-23T16:00:49Z,SA,mobile,0
TXN-2026-00762,162.73,pos,ONLINE_SERVICES,CUST-0351,2026-06-19T09:31:05Z,US,web,0
TXN-2026-00763,33.37,atm,HOME_GOODS,CUST-0288,2026-07-13T13:12:30Z,SA,web,0
TXN-2026-00764,82.39,ecom,TRAVEL,CUST-0606,2026-06-03T08:12:59Z,SA,atm,0
TXN-2026-00765,29.52,pos,FASHION,CUST-0390,2026-06-04T16:27:41Z,SA,pos_terminal,0
TXN-2026-00766,125.24,pos,PHARMACY,CUST-0373,2026-07-28T01:11:02Z,SA,mobile,0
TXN-2026-00767,61.91,transfer,ELECTRONICS,CUST-0287,2026-07-02T11:21:19Z,SA,mobile,0
TXN-2026-00768,49.85,ecom,HOME_GOODS,CUST-0700,2026-07-22T11:47:49Z,EG,web,0
TXN-2026-00769,90.05,pos,HEALTHCARE,CUST-0109,2026-07-29T20:52:12Z,SA,atm,0
TXN-2026-00770,25.04,transfer,ONLINE_SERVICES,CUST-0077,2026-07-19T06:34:46Z,SA,mobile,0
TXN-2026-00771,176.71,atm,TELECOM,CUST-0778,2026-06-24T14:40:45Z,SA,atm,0
TXN-2026-00772,286.84,ecom,JEWELRY,CUST-0430,2026-06-18T22:08:18Z,SA,mobile,0
TXN-2026-00773,11.8,ecom,JEWELRY,CUST-0408,2026-06-25T17:49:24Z,US,pos_terminal,0
TXN-2026-00774,87.83,pos,RESTAURANT,CUST-0004,2026-07-30T16:29:32Z,AE,pos_terminal,0
TXN-2026-00775,80.6,pos,GROCERY,CUST-0122,2026-07-11T04:56:17Z,SA,pos_terminal,0
TXN-2026-00776,18.89,ecom,RESTAURANT,CUST-0053,2026-07-11T19:23:20Z,SA,pos_terminal,0
TXN-2026-00777,2043.04,transfer,UTILITIES,CUST-0333,2026-07-20T18:06:46Z,US,pos_terminal,0
TXN-2026-00778,319.64,ecom,RESTAURANT,CUST-0650,2026-06-18T06:37:40Z,US,web,0
TXN-2026-00779,72.67,transfer,ELECTRONICS,CUST-0152,2026-07-23T05:12:36Z,GB,web,0
TXN-2026-00780,27.01,pos,TELECOM,CUST-0022,2026-07-09T06:04:09Z,SA,atm,0
TXN-2026-00781,1378.4,ecom,TRAVEL,CUST-0103,2026-07-09T03:24:24Z,SA,mobile,0
TXN-2026-00782,47.21,atm,TELECOM,CUST-0782,2026-06-06T08:09:40Z,SA,mobile,0
TXN-2026-00783,50.34,atm,ELECTRONICS,CUST-0347,2026-07-07T14:52:10Z,AE,pos_terminal,0
TXN-2026-00784,28.18,pos,HEALTHCARE,CUST-0250,2026-06-02T01:06:34Z,AE,mobile,0
TXN-2026-00785,52.75,pos,FUEL,CUST-0230,2026-06-19T07:58:56Z,US,mobile,0
TXN-2026-00786,36.57,pos,FASHION,CUST-0113,2026-06-08T11:59:59Z,SA,mobile,0
TXN-2026-00787,10.14,pos,FUEL,CUST-0615,2026-06-20T19:52:18Z,EG,mobile,0
TXN-2026-00788,2141.92,ecom,TELECOM,CUST-0512,2026-07-26T04:49:41Z,SA,pos_terminal,0
TXN-2026-00789,5623.52,atm,ELECTRONICS,CUST-0490,2026-06-18T04:05:20Z,SA,web,0
TXN-2026-00790,20.08,pos,FUEL,CUST-0362,2026-07-09T20:21:08Z,SA,atm,0
TXN-2026-00791,88.27,ecom,RESTAURANT,CUST-0546,2026-06-27T16:36:49Z,SA,mobile,0
TXN-2026-00792,20.55,pos,HOME_GOODS,CUST-0003,2026-07-25T04:18:29Z,SA,atm,0
TXN-2026-00793,136.77,pos,HEALTHCARE,CUST-0142,2026-06-02T22:27:23Z,SA,mobile,0
TXN-2026-00794,112.61,ecom,ONLINE_SERVICES,CUST-0076,2026-06-05T00:36:53Z,US,web,1
TXN-2026-00795,121.17,ecom,FASHION,CUST-0541,2026-06-29T20:44:00Z,AE,mobile,0
TXN-2026-00796,35.39,pos,EDUCATION,CUST-0658,2026-06-26T13:43:56Z,GB,pos_terminal,0
TXN-2026-00797,476.22,transfer,FASHION,CUST-0434,2026-06-09T23:13:25Z,SA,web,0
TXN-2026-00798,67.58,transfer,ONLINE_SERVICES,CUST-0764,2026-07-12T12:52:24Z,SA,mobile,0
TXN-2026-00799,262.3,pos,PHARMACY,CUST-0112,2026-06-02T07:18:10Z,SA,mobile,0
TXN-2026-00800,70.94,atm,FASHION,CUST-0012,2026-07-30T01:15:17Z,SA,mobile,1
TXN-2026-00801,17.43,pos,FASHION,CUST-0323,2026-06-19T12:32:12Z,EG,atm,0
TXN-2026-00802,6.85,ecom,ELECTRONICS,CUST-0133,2026-07-03T03:32:51Z,SA,mobile,0
TXN-2026-00803,107.08,pos,TRAVEL,CUST-0039,2026-07-11T02:45:14Z,SA,web,0
TXN-2026-00804,82.55,transfer,JEWELRY,CUST-0165,2026-07-12T16:59:49Z,EG,atm,0
TXN-2026-00805,171.56,pos,HEALTHCARE,CUST-0442,2026-06-14T19:38:04Z,SA,atm,0
TXN-2026-00806,5.0,pos,HOME_GOODS,CUST-0016,2026-07-22T02:31:06Z,GB,pos_terminal,0
TXN-2026-00807,17.43,pos,ELECTRONICS,CUST-0591,2026-06-08T18:31:02Z,EG,pos_terminal,0
TXN-2026-00808,58.61,transfer,TRAVEL,CUST-0635,2026-07-10T10:23:05Z,US,atm,0
TXN-2026-00809,134.6,transfer,GROCERY,CUST-0636,2026-07-23T17:00:09Z,SA,pos_terminal,0
TXN-2026-00810,120.33,pos,ELECTRONICS,CUST-0584,2026-06-30T20:34:57Z,GB,mobile,0
TXN-2026-00811,121.68,atm,RESTAURANT,CUST-0407,2026-06-22T19:31:13Z,GB,mobile,0
TXN-2026-00812,63.4,ecom,ENTERTAINMENT,CUST-0040,2026-07-07T01:38:49Z,US,mobile,0
TXN-2026-00813,118.47,pos,RESTAURANT,CUST-0485,2026-07-11T05:05:09Z,SA,pos_terminal,0
TXN-2026-00814,648.31,atm,ENTERTAINMENT,CUST-0306,2026-07-13T08:11:53Z,SA,mobile,0
TXN-2026-00815,368.28,pos,PHARMACY,CUST-0305,2026-07-05T22:50:10Z,US,pos_terminal,0
TXN-2026-00816,217.47,pos,GROCERY,CUST-0585,2026-06-13T02:46:42Z,SA,pos_terminal,0
TXN-2026-00817,43.89,ecom,GROCERY,CUST-0755,2026-06-10T15:55:20Z,SA,atm,0
TXN-2026-00818,148.69,pos,ENTERTAINMENT,CUST-0740,2026-07-08T03:02:13Z,SA,atm,0
TXN-2026-00819,75.93,pos,RESTAURANT,CUST-0222,2026-07-15T15:41:29Z,US,atm,0
TXN-2026-00820,65.11,pos,EDUCATION,CUST-0556,2026-07-06T19:10:34Z,US,atm,0
TXN-2026-00821,123.13,pos,ONLINE_SERVICES,CUST-0650,2026-07-11T14:32:37Z,SA,pos_terminal,0
TXN-2026-00822,82.26,pos,ENTERTAINMENT,CUST-0217,2026-07-25T15:07:22Z,GB,atm,0
TXN-2026-00823,217.33,pos,PHARMACY,CUST-0406,2026-06-18T21:16:19Z,US,web,1
TXN-2026-00824,25.9,pos,GROCERY,CUST-0425,2026-07-23T16:52:47Z,EG,pos_terminal,0
TXN-2026-00825,105.81,transfer,RESTAURANT,CUST-0570,2026-06-04T18:27:08Z,US,web,0
TXN-2026-00826,25.77,ecom,FUEL,CUST-0326,2026-06-09T16:07:40Z,US,pos_terminal,0
TXN-2026-00827,13.27,pos,FUEL,CUST-0096,2026-07-05T02:36:24Z,SA,web,0
TXN-2026-00828,27.05,ecom,PHARMACY,CUST-0650,2026-06-15T09:12:34Z,SA,atm,0
TXN-2026-00829,64.73,ecom,UTILITIES,CUST-0148,2026-06-17T05:05:04Z,GB,pos_terminal,0
TXN-2026-00830,190.75,pos,ENTERTAINMENT,CUST-0213,2026-07-02T20:04:13Z,US,atm,0
TXN-2026-00831,690.97,pos,GROCERY,CUST-0165,2026-07-11T19:54:02Z,SA,pos_terminal,0
TXN-2026-00832,81.8,transfer,ONLINE_SERVICES,CUST-0496,2026-07-18T08:59:07Z,SA,mobile,0
TXN-2026-00833,224.52,atm,ELECTRONICS,CUST-0222,2026-06-18T15:12:05Z,EG,pos_terminal,0
TXN-2026-00834,213.32,pos,FUEL,CUST-0508,2026-06-13T21:54:56Z,AE,atm,0
