transaction_id,decision
TXN-2026-01086,allow
TXN-2026-01087,review
TXN-2026-01088,allow
TXN-2026-01089,allow
TXN-2026-01090,allow
TXN-2026-01091,allow
TXN-2026-01092,review
TXN-2026-01093,allow
TXN-2026-01094,allow
TXN-2026-01095,allow
TXN-2026-01096,allow
TXN-2026-01097,allow
TXN-2026-01098,allow
TXN-2026-01099,allow
TXN-2026-01100,block
TXN-2026-01101,allow
TXN-2026-01102,allow
TXN-2026-01103,review
TXN-2026-01104,review
TXN-2026-01105,allow
TXN-2026-01106,allow
TXN-2026-01107,allow
TXN-2026-01108,allow
TXN-2026-01109,block
TXN-2026-01110,allow
TXN-2026-01111,allow
TXN-2026-01112,allow
TXN-2026-01113,allow
TXN-2026-01114,allow
TXN-2026-01115,allow
TXN-2026-01116,allow
TXN-2026-01117,allow
TXN-2026-01118,allow
TXN-2026-01119,allow
TXN-2026-01120,review
TXN-2026-01121,allow
TXN-2026-01122,allow
TXN-2026-01123,allow
TXN-2026-01124,allow
TXN-2026-01125,allow
TXN-2026-01126,allow
TXN-2026-01127,allow
TXN-2026-01128,allow
TXN-2026-01129,allow
TXN-2026-01130,allow
TXN-2026-01131,allow
TXN-2026-01132,allow
TXN-2026-01133,allow
TXN-2026-01134,allow
TXN-2026-01135,allow
TXN-2026-01136,allow
TXN-2026-01137,allow
TXN-2026-01138,allow
TXN-2026-01139,allow
TXN-2026-01140,block
TXN-2026-01141,allow
TXN-2026-01142,allow
TXN-2026-01143,allow
TXN-2026-01144,block
TXN-2026-01145,allow
TXN-2026-01146,allow
TXN-2026-01147,allow
TXN-2026-01148,review
TXN-2026-01149,review
TXN-2026-01150,allow
TXN-2026-01151,allow
TXN-2026-01152,block
TXN-2026-01153,allow
TXN-2026-01154,allow
TXN-2026-01155,allow
TXN-2026-01156,allow
TXN-2026-01157,allow
TXN-2026-01158,allow
TXN-2026-01159,review
TXN-2026-01160,allow
TXN-2026-01161,allow
TXN-2026-01162,allow
TXN-2026-01163,allow
TXN-2026-01164,allow
TXN-2026-01165,allow
TXN-2026-01166,review
TXN-2026-01167,allow
TXN-2026-01168,allow
TXN-2026-01169,allow
TXN-2026-01170,allow
TXN-2026-01171,review
TXN-2026-01172,allow
TXN-2026-01173,review
TXN-2026-01174,review
TXN-2026-01175,allow
TXN-2026-01176,allow
TXN-2026-01177,allow
TXN-2026-01178,allow
TXN-2026-01179,allow
TXN-2026-01180,allow
TXN-2026-01181,allow
TXN-2026-01182,allow
TXN-2026-01183,allow
TXN-2026-01184,block
TXN-2026-01185,allow
TXN-2026-01186,block
TXN-2026-01187,allow
TXN-2026-01188,allow
TXN-2026-01189,allow
TXN-2026-01190,allow
TXN-2026-01191,allow
TXN-2026-01192,allow
TXN-2026-01193,allow
TXN-2026-01194,review
TXN-2026-01195,allow
TXN-2026-01196,allow
TXN-2026-01197,allow
TXN-2026-01198,allow
TXN-2026-01199,allow
TXN-2026-01200,allow
TXN-2026-01201,allow
TXN-2026-01202,allow
TXN-2026-01203,allow
TXN-2026-01204,allow
TXN-2026-01205,block
TXN-2026-01206,allow
TXN-2026-01207,allow
TXN-2026-01208,allow
TXN-2026-01209,allow
TXN-2026-01210,allow
TXN-2026-01211,allow
TXN-2026-01212,allow
TXN-2026-01213,review
TXN-2026-01214,allow
TXN-2026-01215,allow
TXN-2026-01216,allow
TXN-2026-01217,review
TXN-2026-01218,allow
TXN-2026-01219,allow
TXN-2026-01220,allow
TXN-2026-01221,allow
TXN-2026-01222,allow
TXN-2026-01223,allow
TXN-2026-01224,allow
TXN-2026-01225,block
TXN-2026-01226,allow
TXN-2026-01227,allow
TXN-2026-01228,allow
TXN-2026-01229,allow
TXN-2026-01230,allow
TXN-2026-01231,allow
TXN-2026-01232,allow
TXN-2026-01233,allow
TXN-2026-01234,allow
TXN-2026-01235,allow
TXN-2026-01236,allow
TXN-2026-01237,allow
TXN-2026-01238,allow
TXN-2026-01239,allow
TXN-2026-01240,allow
TXN-2026-01241,allow
TXN-2026-01242,allow
TXN-2026-01243,allow
TXN-2026-01244,allow
TXN-2026-01245,allow
TXN-2026-01246,allow
TXN-2026-01247,allow
TXN-2026-01248,allow
TXN-2026-01249,allow
TXN-2026-01250,allow
TXN-2026-01251,review
TXN-2026-01252,allow
TXN-2026-01253,allow
TXN-2026-01254,allow
TXN-2026-01255,allow
TXN-2026-01256,allow
TXN-2026-01257,allow
TXN-2026-01258,allow
TXN-2026-01259,allow
TXN-2026-01260,allow
TXN-2026-01261,allow
TXN-2026-01262,allow
TXN-2026-01263,allow
TXN-2026-01264,allow
TXN-2026-01265,allow
TXN-2026-01266,allow
TXN-2026-01267,allow
TXN-2026-01268,allow
TXN-2026-01269,allow
TXN-2026-01270,allow
TXN-2026-01271,allow
TXN-2026-01272,allow
TXN-2026-01273,allow
TXN-2026-01274,allow
TXN-2026-01275,allow
TXN-2026-01276,allow
TXN-2026-01277,allow
TXN-2026-01278,review
TXN-2026-01279,allow
TXN-2026-01280,allow
TXN-2026-01281,allow
TXN-2026-01282,allow
TXN-2026-01283,allow
TXN-2026-01284,allow
TXN-2026-01285,allow
TXN-2026-01286,allow
TXN-2026-01287,allow
TXN-2026-01288,review
TXN-2026-01289,allow
TXN-2026-01290,allow
TXN-2026-01291,allow
TXN-2026-01292,allow
TXN-2026-01293,review
TXN-2026-01294,allow
TXN-2026-01295,allow
TXN-2026-01296,review
TXN-2026-01297,allow
TXN-2026-01298,allow
TXN-2026-01299,allow
TXN-2026-01300,allow
TXN-2026-01301,allow
TXN-2026-01302,allow
TXN-2026-01303,allow
TXN-2026-01304,allow
TXN-2026-01305,allow
TXN-2026-01306,allow
TXN-2026-01307,allow
TXN-2026-01308,allow
TXN-2026-01309,block
TXN-2026-01310,allow
TXN-2026-01311,block
TXN-2026-01312,allow
TXN-2026-01313,block
TXN-2026-01314,allow
TXN-2026-01315,allow
TXN-2026-01316,allow
TXN-2026-01317,allow
TXN-2026-01318,allow
TXN-2026-01319,allow
TXN-2026-01320,review
TXN-2026-01321,allow
TXN-2026-01322,allow
TXN-2026-01323,allow
TXN-2026-01324,block
TXN-2026-01325,allow
TXN-2026-01326,allow
TXN-2026-01327,allow
TXN-2026-01328,allow
TXN-2026-01329,allow
TXN-2026-01330,allow
TXN-2026-01331,allow
TXN-2026-01332,allow
TXN-2026-01333,allow
TXN-2026-01334,allow
TXN-2026-01335,allow
TXN-2026-01336,allow
TXN-2026-01337,allow
TXN-2026-01338,allow
TXN-2026-01339,allow
TXN-2026-01340,allow
TXN-2026-01341,allow
TXN-2026-01342,allow
TXN-2026-01343,allow
TXN-2026-01344,allow
TXN-2026-01345,allow
TXN-2026-01346,allow
TXN-2026-01347,block
TXN-2026-01348,allow
TXN-2026-01349,allow
TXN-2026-01350,allow
TXN-2026-01351,allow
TXN-2026-01352,allow
TXN-2026-01353,allow
TXN-2026-01354,allow
TXN-2026-01355,allow
TXN-2026-01356,allow
TXN-2026-01357,allow
TXN-2026-01358,allow
TXN-2026-01359,allow
TXN-2026-01360,block
TXN-2026-01361,allow
TXN-2026-01362,block
TXN-2026-01363,allow
TXN-2026-01364,allow
TXN-2026-01365,allow
TXN-2026-01366,allow
TXN-2026-01367,allow
TXN-2026-01368,allow
TXN-2026-01369,allow
TXN-2026-01370,allow
TXN-2026-01371,allow
TXN-2026-01372,block
TXN-2026-01373,allow
TXN-2026-01374,allow
TXN-2026-01375,allow
TXN-2026-01376,allow
TXN-2026-01377,allow
TXN-2026-01378,allow
TXN-2026-01379,allow
TXN-2026-01380,review
TXN-2026-01381,review
TXN-2026-01382,allow
TXN-2026-01383,block
TXN-2026-01384,allow
TXN-2026-01385,allow
TXN-2026-01386,allow
TXN-2026-01387,allow
TXN-2026-01388,allow
TXN-2026-01389,allow
TXN-2026-01390,allow
TXN-2026-01391,allow
TXN-2026-01392,allow
TXN-2026-01393,block
TXN-2026-01394,allow
TXN-2026-01395,allow
TXN-2026-01396,allow
TXN-2026-01397,allow
TXN-2026-01398,allow
TXN-2026-01399,allow
TXN-2026-01400,allow
TXN-2026-01401,allow
TXN-2026-01402,block
TXN-2026-01403,allow
TXN-2026-01404,allow
TXN-2026-01405,allow
TXN-2026-01406,block
TXN-2026-01407,allow
TXN-2026-01408,block
TXN-2026-01409,allow
TXN-2026-01410,review
TXN-2026-01411,allow
TXN-2026-01412,allow
TXN-2026-01413,allow
TXN-2026-01414,allow
TXN-2026-01415,allow
TXN-2026-01416,allow
TXN-2026-01417,allow
TXN-2026-01418,allow
TXN-2026-01419,allow
TXN-2026-01420,allow
TXN-2026-01421,allow
TXN-2026-01422,allow
TXN-2026-01423,review
TXN-2026-01424,review
TXN-2026-01425,allow
TXN-2026-01426,allow
TXN-2026-01427,allow
TXN-2026-01428,allow
TXN-2026-01429,allow
TXN-2026-01430,allow
TXN-2026-01431,allow
TXN-2026-01432,allow
TXN-2026-01433,allow
TXN-2026-01434,allow
TXN-2026-01435,allow
TXN-2026-01436,allow
TXN-2026-01437,allow
TXN-2026-01438,allow
TXN-2026-01439,review
TXN-2026-01440,allow
TXN-2026-01441,allow
TXN-2026-01442,allow
TXN-2026-01443,allow
TXN-2026-01444,allow
TXN-2026-01445,allow
TXN-2026-01446,allow
TXN-2026-01447,allow
TXN-2026-01448,allow
TXN-2026-01449,allow
TXN-2026-01450,allow
TXN-2026-01451,allow
TXN-2026-01452,allow
TXN-2026-01453,allow
TXN-2026-01454,allow
TXN-2026-01455,allow
TXN-2026-01456,allow
TXN-2026-01457,allow
TXN-2026-01458,allow
TXN-2026-01459,allow
TXN-2026-01460,allow
TXN-2026-01461,block
TXN-2026-01462,allow
TXN-2026-01463,allow
TXN-2026-01464,allow
TXN-2026-01465,allow
TXN-2026-01466,review
TXN-2026-01467,allow
TXN-2026-01468,allow
TXN-2026-01469,allow
TXN-2026-01470,allow
TXN-2026-01471,allow
TXN-2026-01472,allow
TXN-2026-01473,allow
TXN-2026-01474,allow
TXN-2026-01475,allow
TXN-2026-01476,allow
TXN-2026-01477,allow
TXN-2026-01478,allow
TXN-2026-01479,allow
TXN-2026-01480,allow
TXN-2026-01481,allow
TXN-2026-01482,allow
TXN-2026-01483,allow
TXN-2026-01484,allow
TXN-2026-01485,allow
TXN-2026-01486,allow
TXN-2026-01487,allow
TXN-2026-01488,allow
TXN-2026-01489,allow
TXN-2026-01490,allow
TXN-2026-01491,allow
TXN-2026-01492,allow
TXN-2026-01493,block
TXN-2026-01494,allow
TXN-2026-01495,allow
TXN-2026-01496,allow
TXN-2026-01497,review
TXN-2026-01498,allow
TXN-2026-01499,allow
TXN-2026-01500,allow
TXN-2026-01501,allow
TXN-2026-01502,allow
TXN-2026-01503,allow
TXN-2026-01504,allow
TXN-2026-01505,allow
TXN-2026-01506,allow
TXN-2026-01507,allow
TXN-2026-01508,allow
TXN-2026-01509,allow
TXN-2026-01510,allow
TXN-2026-01511,allow
TXN-2026-01512,allow
TXN-2026-01513,allow
TXN-2026-01514,allow
TXN-2026-01515,allow
TXN-2026-01516,block
TXN-2026-01517,allow
TXN-2026-01518,review
TXN-2026-01519,allow
TXN-2026-01520,allow
TXN-2026-01521,allow
TXN-2026-01522,allow
TXN-2026-01523,allow
TXN-2026-01524,allow
TXN-2026-01525,allow
TXN-2026-01526,allow
TXN-2026-01527,review
TXN-2026-01528,allow
TXN-2026-01529,allow
TXN-2026-01530,allow
TXN-2026-01531,review
TXN-2026-01532,allow
TXN-2026-01533,allow
TXN-2026-01534,allow
TXN-2026-01535,allow
TXN-2026-01536,allow
TXN-2026-01537,allow
TXN-2026-01538,allow
TXN-2026-01539,allow
TXN-2026-01540,allow
TXN-2026-01541,allow
TXN-2026-01542,allow
TXN-2026-01543,allow
TXN-2026-01544,allow
TXN-2026-01545,block
TXN-2026-01546,review
TXN-2026-01547,review
TXN-2026-01548,block
TXN-2026-01549,review
TXN-2026-01550,allow
TXN-2026-01551,allow
TXN-2026-01552,allow
TXN-2026-01553,allow
TXN-2026-01554,allow
TXN-2026-01555,review
TXN-2026-01556,allow
TXN-2026-01557,allow
TXN-2026-01558,allow
TXN-2026-01559,allow
TXN-2026-01560,allow
TXN-2026-01561,allow
TXN-2026-01562,allow
TXN-2026-01563,allow
TXN-2026-01564,allow
TXN-2026-01565,allow
TXN-2026-01566,allow
TXN-2026-01567,allow
TXN-2026-01568,review
TXN-2026-01569,allow
TXN-2026-01570,allow
TXN-2026-01571,allow
TXN-2026-01572,allow
TXN-2026-01573,allow
TXN-2026-01574,allow
TXN-2026-01575,allow
TXN-2026-01576,allow
TXN-2026-01577,allow
TXN-2026-01578,allow
TXN-2026-01579,allow
TXN-2026-01580,allow
TXN-2026-01581,allow
TXN-2026-01582,allow
TXN-2026-01583,allow
TXN-2026-01584,allow
TXN-2026-01585,allow
TXN-2026-01586,allow
TXN-2026-01587,allow
TXN-2026-01588,allow
TXN-2026-01589,allow
TXN-2026-01590,allow
TXN-2026-01591,block
TXN-2026-01592,allow
TXN-2026-01593,allow
TXN-2026-01594,allow
TXN-2026-01595,allow
TXN-2026-01596,allow
TXN-2026-01597,allow
TXN-2026-01598,allow
TXN-2026-01599,allow
TXN-2026-01600,allow
TXN-2026-01601,allow
TXN-2026-01602,allow
TXN-2026-01603,allow
TXN-2026-01604,allow
TXN-2026-01605,allow
TXN-2026-01606,review
TXN-2026-01607,allow
TXN-2026-01608,allow
TXN-2026-01609,allow
TXN-2026-01610,allow
TXN-2026-01611,allow
TXN-2026-01612,allow
TXN-2026-01613,allow
TXN-2026-01614,allow
TXN-2026-01615,allow
TXN-2026-01616,allow
TXN-2026-01617,allow
TXN-2026-01618,allow
TXN-2026-01619,allow
TXN-2026-01620,allow
TXN-2026-01621,allow
TXN-2026-01622,allow
TXN-2026-01623,allow
TXN-2026-01624,allow
TXN-2026-01625,review
TXN-2026-01626,allow
TXN-2026-01627,allow
TXN-2026-01628,allow
TXN-2026-01629,allow
TXN-2026-01630,allow
TXN-2026-01631,block
TXN-2026-01632,allow
TXN-2026-01633,block
TXN-2026-01634,allow
TXN-2026-01635,block
TXN-2026-01636,allow
TXN-2026-01637,allow
TXN-2026-01638,allow
TXN-2026-01639,allow
TXN-2026-01640,allow
TXN-2026-01641,allow
TXN-2026-01642,allow
TXN-2026-01643,allow
TXN-2026-01644,review
TXN-2026-01645,allow
TXN-2026-01646,allow
TXN-2026-01647,allow
TXN-2026-01648,allow
TXN-2026-01649,allow
TXN-2026-01650,allow
TXN-2026-01651,allow
TXN-2026-01652,allow
TXN-2026-01653,allow
TXN-2026-01654,allow
TXN-2026-01655,allow
TXN-2026-01656,allow
TXN-2026-01657,allow
TXN-2026-01658,allow
TXN-2026-01659,allow
TXN-2026-01660,allow
TXN-2026-01661,allow
TXN-2026-01662,allow
TXN-2026-01663,allow
TXN-2026-01664,allow
TXN-2026-01665,allow
TXN-2026-01666,allow
TXN-2026-01667,allow
TXN-2026-01668,allow
TXN-2026-01669,allow
TXN-2026-01670,block
TXN-2026-01671,allow
TXN-2026-01672,allow
TXN-2026-01673,allow
TXN-2026-01674,allow
TXN-2026-01675,allow
TXN-2026-01676,allow
TXN-2026-01677,allow
TXN-2026-01678,allow
TXN-2026-01679,allow
TXN-2026-01680,allow
TXN-2026-01681,review
TXN-2026-01682,review
TXN-2026-01683,allow
TXN-2026-01684,allow
TXN-2026-01685,allow
TXN-2026-01686,allow
TXN-2026-01687,block
TXN-2026-01688,allow
TXN-2026-01689,allow
TXN-2026-01690,allow
TXN-2026-01691,review
TXN-2026-01692,review
TXN-2026-01693,review
TXN-2026-01694,allow
TXN-2026-01695,allow
TXN-2026-01696,allow
TXN-2026-01697,allow
TXN-2026-01698,allow
TXN-2026-01699,allow
TXN-2026-01700,allow
TXN-2026-01701,review
TXN-2026-01702,allow
TXN-2026-01703,allow
TXN-2026-01704,allow
TXN-2026-01705,allow
TXN-2026-01706,allow
TXN-2026-01707,review
TXN-2026-01708,allow
TXN-2026-01709,allow
TXN-2026-01710,allow
TXN-2026-01711,allow
TXN-2026-01712,allow
TXN-2026-01713,allow
TXN-2026-01714,allow
TXN-2026-01715,allow
TXN-2026-01716,allow
TXN-2026-01717,allow
TXN-2026-01718,allow
TXN-2026-01719,review
TXN-2026-01720,allow
TXN-2026-01721,allow
TXN-2026-01722,allow
TXN-2026-01723,review
TXN-2026-01724,allow
TXN-2026-01725,allow
TXN-2026-01726,allow
TXN-2026-01727,allow
TXN-2026-01728,review
TXN-2026-01729,review
TXN-2026-01730,allow
TXN-2026-01731,allow
TXN-2026-01732,allow
TXN-2026-01733,allow
TXN-2026-01734,allow
TXN-2026-01735,allow
TXN-2026-01736,block
TXN-2026-01737,allow
TXN-2026-01738,allow
TXN-2026-01739,allow
TXN-2026-01740,allow
TXN-2026-01741,allow
TXN-2026-01742,allow
TXN-2026-01743,allow
TXN-2026-01744,allow
TXN-2026-01745,allow
TXN-2026-01746,block
TXN-2026-01747,allow
TXN-2026-01748,allow
TXN-2026-01749,allow
TXN-2026-01750,allow
TXN-2026-01751,allow
TXN-2026-01752,block
TXN-2026-01753,allow
TXN-2026-01754,allow
TXN-2026-01755,allow
TXN-2026-01756,allow
TXN-2026-01757,review
TXN-2026-01758,allow
TXN-2026-01759,allow
TXN-2026-01760,allow
TXN-2026-01761,allow
TXN-2026-01762,allow
TXN-2026-01763,allow
TXN-2026-01764,allow
TXN-2026-01765,allow
TXN-2026-01766,allow
TXN-2026-01767,allow
TXN-2026-01768,block
TXN-2026-01769,allow
TXN-2026-01770,allow
TXN-2026-01771,block
TXN-2026-01772,allow
TXN-2026-01773,allow
TXN-2026-01774,allow
TXN-2026-01775,allow
TXN-2026-01776,allow
TXN-2026-01777,allow
TXN-2026-01778,allow
TXN-2026-01779,block
TXN-2026-01780,allow
TXN-2026-01781,allow
TXN-2026-01782,review
TXN-2026-01783,allow
TXN-2026-01784,allow
TXN-2026-01785,allow
TXN-2026-01786,allow
TXN-2026-01787,allow
TXN-2026-01788,allow
TXN-2026-01789,allow
TXN-2026-01790,allow
TXN-2026-01791,allow
TXN-2026-01792,allow
TXN-2026-01793,block
TXN-2026-01794,allow
TXN-2026-01795,allow
TXN-2026-01796,block
TXN-2026-01797,allow
TXN-2026-01798,allow
TXN-2026-01799,allow
TXN-2026-01800,allow
TXN-2026-01801,allow
TXN-2026-01802,block
TXN-2026-01803,allow
TXN-2026-01804,allow
TXN-2026-01805,block
TXN-2026-01806,allow
TXN-2026-01807,allow
TXN-2026-01808,allow
TXN-2026-01809,allow
TXN-2026-01810,allow
TXN-2026-01811,allow
TXN-2026-01812,review
TXN-2026-01813,allow
TXN-2026-01814,allow
TXN-2026-01815,allow
TXN-2026-01816,allow
TXN-2026-01817,review
TXN-2026-01818,allow
TXN-2026-01819,allow
TXN-2026-01820,allow
TXN-2026-01821,allow
TXN-2026-01822,allow
TXN-2026-01823,allow
TXN-2026-01824,allow
TXN-2026-01825,allow
TXN-2026-01826,allow
TXN-2026-01827,allow
TXN-2026-01828,review
TXN-2026-01829,allow
TXN-2026-01830,allow
TXN-2026-01831,allow
TXN-2026-01832,allow
TXN-2026-01833,review
TXN-2026-01834,allow
TXN-2026-01835,allow
TXN-2026-01836,block
TXN-2026-01837,allow
TXN-2026-01838,allow
TXN-2026-01839,allow
TXN-2026-01840,allow
TXN-2026-01841,allow
TXN-2026-01842,block
TXN-2026-01843,allow
TXN-2026-01844,allow
TXN-2026-01845,allow
TXN-2026-01846,block
TXN-2026-01847,allow
TXN-2026-01848,allow
TXN-2026-01849,allow
TXN-2026-01850,review
TXN-2026-01851,allow
TXN-2026-01852,allow
TXN-2026-01853,allow
TXN-2026-01854,block
TXN-2026-01855,allow
TXN-2026-01856,allow
TXN-2026-01857,review
TXN-2026-01858,allow
TXN-2026-01859,allow
TXN-2026-01860,allow
TXN-2026-01861,allow
TXN-2026-01862,block
TXN-2026-01863,block
TXN-2026-01864,allow
TXN-2026-01865,block
TXN-2026-01866,allow
TXN-2026-01867,allow
TXN-2026-01868,allow
TXN-2026-01869,allow
TXN-2026-01870,allow
TXN-2026-01871,block
TXN-2026-01872,allow
TXN-2026-01873,allow
TXN-2026-01874,allow
TXN-2026-01875,allow
TXN-2026-01876,review
TXN-2026-01877,allow
TXN-2026-01878,allow
TXN-2026-01879,allow
TXN-2026-01880,allow
TXN-2026-01881,allow
TXN-2026-01882,block
TXN-2026-01883,allow
TXN-2026-01884,allow
TXN-2026-01885,allow
TXN-2026-01886,review
TXN-2026-01887,allow
TXN-2026-01888,allow
TXN-2026-01889,block
TXN-2026-01890,allow
TXN-2026-01891,allow
TXN-2026-01892,allow
TXN-2026-01893,allow
TXN-2026-01894,allow
TXN-2026-01895,allow
TXN-2026-01896,allow
TXN-2026-01897,allow
TXN-2026-01898,allow
TXN-2026-01899,allow
TXN-2026-01900,allow
TXN-2026-01901,block
TXN-2026-01902,allow
TXN-2026-01903,allow
TXN-2026-01904,allow
TXN-2026-01905,block
TXN-2026-01906,allow
TXN-2026-01907,allow
TXN-2026-01908,allow
TXN-2026-01909,allow
TXN-2026-01910,review
TXN-2026-01911,allow
TXN-2026-01912,allow
TXN-2026-01913,allow
TXN-2026-01914,allow
TXN-2026-01915,allow
TXN-2026-01916,allow
TXN-2026-01917,allow
TXN-2026-01918,allow
TXN-2026-01919,allow
TXN-2026-01920,allow
TXN-2026-01921,allow
TXN-2026-01922,allow
TXN-2026-01923,allow
TXN-2026-01924,allow
TXN-2026-01925,allow
TXN-2026-01926,allow
TXN-2026-01927,allow
TXN-2026-01928,allow
TXN-2026-01929,allow
TXN-2026-01930,allow
TXN-2026-01931,allow
TXN-2026-01932,allow
TXN-2026-01933,review
TXN-2026-01934,allow
TXN-2026-01935,allow
TXN-2026-01936,allow
TXN-2026-01937,allow
TXN-2026-01938,review
TXN-2026-01939,allow
TXN-2026-01940,allow
TXN-2026-01941,review
TXN-2026-01942,review
TXN-2026-01943,allow
TXN-2026-01944,allow
TXN-2026-01945,allow
TXN-2026-01946,allow
TXN-2026-01947,allow
TXN-2026-01948,review
TXN-2026-01949,allow
TXN-2026-01950,allow
TXN-2026-01951,allow
TXN-2026-01952,allow
TXN-2026-01953,allow
TXN-2026-01954,allow
TXN-2026-01955,allow
TXN-2026-01956,allow
TXN-2026-01957,allow
TXN-2026-01958,allow
TXN-2026-01959,allow
TXN-2026-01960,allow
TXN-2026-01961,allow
TXN-2026-01962,allow
TXN-2026-01963,allow
TXN-2026-01964,allow
TXN-2026-01965,allow
TXN-2026-01966,block
TXN-2026-01967,allow
TXN-2026-01968,allow
TXN-2026-01969,allow
TXN-2026-01970,allow
TXN-2026-01971,allow
TXN-2026-01972,allow
TXN-2026-01973,allow
TXN-2026-01974,block
TXN-2026-01975,allow
TXN-2026-01976,allow
TXN-2026-01977,allow
TXN-2026-01978,allow
TXN-2026-01979,allow
TXN-2026-01980,allow
TXN-2026-01981,allow
TXN-2026-01982,allow
TXN-2026-01983,allow
TXN-2026-01984,allow
TXN-2026-01985,allow
TXN-2026-01986,allow
TXN-2026-01987,allow
TXN-2026-01988,allow
TXN-2026-01989,review
TXN-2026-01990,allow
TXN-2026-01991,allow
TXN-2026-01992,allow
TXN-2026-01993,allow
TXN-2026-01994,allow
TXN-2026-01995,allow
TXN-2026-01996,allow
TXN-2026-01997,allow
TXN-2026-01998,allow
TXN-2026-01999,allow
TXN-2026-02000,allow
TXN-2026-02001,allow
TXN-2026-02002,allow
TXN-2026-02003,allow
TXN-2026-02004,allow
TXN-2026-02005,allow
TXN-2026-02006,allow
TXN-2026-02007,allow
TXN-2026-02008,allow
TXN-2026-02009,allow
TXN-2026-02010,allow
TXN-2026-02011,allow
TXN-2026-02012,allow
TXN-2026-02013,allow
TXN-2026-02014,allow
TXN-2026-02015,allow
TXN-2026-02016,allow
TXN-2026-02017,allow
TXN-2026-02018,allow
TXN-2026-02019,allow
TXN-2026-02020,allow
TXN-2026-02021,allow
TXN-2026-02022,allow
TXN-2026-02023,allow
TXN-2026-02024,allow
TXN-2026-02025,allow
TXN-2026-02026,allow
TXN-2026-02027,allow
TXN-2026-02028,allow
TXN-2026-02029,allow
TXN-2026-02030,allow
TXN-2026-02031,allow
TXN-2026-02032,allow
TXN-2026-02033,allow
TXN-2026-02034,allow
TXN-2026-02035,allow
TXN-2026-02036,review
TXN-2026-02037,allow
TXN-2026-02038,allow
TXN-2026-02039,allow
TXN-2026-02040,allow
TXN-2026-02041,allow
TXN-2026-02042,allow
TXN-2026-02043,allow
TXN-2026-02044,allow
TXN-2026-02045,allow
TXN-2026-02046,allow
TXN-2026-02047,allow
TXN-2026-02048,allow
TXN-2026-02049,allow
TXN-2026-02050,allow
TXN-2026-02051,allow
TXN-2026-02052,allow
TXN-2026-02053,allow
TXN-2026-02054,allow
TXN-2026-02055,allow
TXN-2026-02056,allow
TXN-2026-02057,allow
TXN-2026-02058,allow
TXN-2026-02059,allow
TXN-2026-02060,allow
TXN-2026-02061,allow
TXN-2026-02062,allow
TXN-2026-02063,allow
TXN-2026-02064,review
TXN-2026-02065,allow
TXN-2026-02066,review
TXN-2026-02067,allow
TXN-2026-02068,block
TXN-2026-02069,allow
TXN-2026-02070,allow
TXN-2026-02071,allow
TXN-2026-02072,allow
TXN-2026-02073,allow
TXN-2026-02074,allow
TXN-2026-02075,review
TXN-2026-02076,allow
TXN-2026-02077,review
TXN-2026-02078,block
TXN-2026-02079,allow
TXN-2026-02080,allow
TXN-2026-02081,allow
TXN-2026-02082,allow
TXN-2026-02083,allow
TXN-2026-02084,allow
TXN-2026-02085,review
TXN-2026-02086,allow
TXN-2026-02087,allow
TXN-2026-02088,review
TXN-2026-02089,allow
TXN-2026-02090,review
TXN-2026-02091,allow
TXN-2026-02092,allow
TXN-2026-02093,allow
TXN-2026-02094,allow
TXN-2026-02095,allow
TXN-2026-02096,allow
TXN-2026-02097,allow
TXN-2026-02098,review
TXN-2026-02099,allow
TXN-2026-02100,allow
TXN-2026-02101,allow
TXN-2026-02102,review
TXN-2026-02103,allow
TXN-2026-02104,allow
TXN-2026-02105,allow
TXN-2026-02106,allow
TXN-2026-02107,allow
TXN-2026-02108,block
TXN-2026-02109,allow
TXN-2026-02110,allow
TXN-2026-02111,allow
TXN-2026-02112,allow
TXN-2026-02113,allow
TXN-2026-02114,allow
TXN-2026-02115,allow
TXN-2026-02116,allow
TXN-2026-02117,allow
TXN-2026-02118,allow
TXN-2026-02119,allow
TXN-2026-02120,allow
TXN-2026-02121,block
TXN-2026-02122,allow
TXN-2026-02123,allow
TXN-2026-02124,allow
TXN-2026-02125,allow
TXN-2026-02126,allow
TXN-2026-02127,block
TXN-2026-02128,allow
TXN-2026-02129,allow
TXN-2026-02130,allow
TXN-2026-02131,allow
TXN-2026-02132,allow
TXN-2026-02133,allow
TXN-2026-02134,allow
TXN-2026-02135,allow
TXN-2026-02136,allow
TXN-2026-02137,block
TXN-2026-02138,allow
TXN-2026-02139,allow
TXN-2026-02140,allow
TXN-2026-02141,allow
TXN-2026-02142,allow
TXN-2026-02143,allow
TXN-2026-02144,allow
TXN-2026-02145,allow
TXN-2026-02146,allow
TXN-2026-02147,allow
TXN-2026-02148,allow
TXN-2026-02149,allow
TXN-2026-02150,allow
TXN-2026-02151,review
TXN-2026-02152,allow
TXN-2026-02153,allow
TXN-2026-02154,allow
TXN-2026-02155,allow
TXN-2026-02156,allow
TXN-2026-02157,allow
TXN-2026-02158,allow
TXN-2026-02159,allow
TXN-2026-02160,allow
TXN-2026-02161,allow
TXN-2026-02162,allow
TXN-2026-02163,allow
TXN-2026-02164,allow
TXN-2026-02165,allow
TXN-2026-02166,allow
TXN-2026-02167,allow
TXN-2026-02168,allow
TXN-2026-02169,allow
TXN-2026-02170,allow
TXN-2026-02171,allow
TXN-2026-02172,allow
